"id","participantId","visualizationIndex","questionAnswers","createdAt"
"3edd40c9-a657-4432-bb58-eaee09a28606","77392625-9933-4210-a69c-28caa4e0e952",7,"{Agree,Emotional,Believable,Truthful,Credible,""Somewhat likely""}","2022-12-21 02:22:01.193"
"6def7f6e-4a90-42c4-9597-76f089a3b8f0","77392625-9933-4210-a69c-28caa4e0e952",8,"{""Somewhat disagree"",""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Somewhat likely""}","2022-12-21 02:22:51.842"
"5e236c5b-bd4b-424a-9155-f68acb6ae879","77392625-9933-4210-a69c-28caa4e0e952",9,"{Disagree,""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",Likely}","2022-12-21 02:23:33.862"
"6a8445a9-806c-40ea-a174-c16125e1fc69","77392625-9933-4210-a69c-28caa4e0e952",10,"{Agree,""Very emotional"",Believable,Truthful,Credible,""Neither unlikely nor likely""}","2022-12-21 02:24:26.172"
"ee631804-e546-4b09-ba75-388628c95f66","0d2149b3-1fe5-4c08-97e7-869d11db6a9f",1,"{""Somewhat agree"",""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:27:36.481"
"b4821aaa-390f-4461-92d4-468682186ee6","0d2149b3-1fe5-4c08-97e7-869d11db6a9f",2,"{Agree,""Moderately emotional"",Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 02:28:34.261"
"e5acef9c-979d-45e4-8821-fc75cba336d4","0d2149b3-1fe5-4c08-97e7-869d11db6a9f",3,"{Agree,""Moderately emotional"",Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 02:29:11.291"
"b4409631-10f9-4c32-b5de-df29d332c49d","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",1,"{""Strongly agree"",""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:29:25.743"
"31b07bd6-eee4-4420-9746-acbbd4829f58","0d2149b3-1fe5-4c08-97e7-869d11db6a9f",4,"{Agree,""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:30:00.997"
"343f28e7-d9f8-4ab6-a6ed-45a2c88ee125","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",2,"{Agree,""Moderately emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","2022-12-21 02:30:11.299"
"7c170a60-0a3b-4a5c-b740-52d882aa98cc","0d2149b3-1fe5-4c08-97e7-869d11db6a9f",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 02:30:43.664"
"467ce5a1-2b65-4ea6-aa3d-2e743c0f48ef","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",3,"{""Strongly disagree"",""Low emotionality"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",Unlikely}","2022-12-21 02:30:50.335"
"37403120-b022-4cdf-8ea4-95fe5f608e2a","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",4,"{Agree,Emotional,""Very believable"",""Very truthful"",""Very credible"",Unlikely}","2022-12-21 02:31:26.063"
"1a190de2-54dd-49de-b01c-23eb3ce088e4","414dc63c-ba77-446f-acba-6a742afb23e3",1,"{""Somewhat agree"",""Moderately emotional"",""Slightly believable"",""Low truthfulness"",""Slightly credible"",""Somewhat unlikely""}","2022-12-21 02:31:29.488"
"2e78c988-b94a-4a52-994f-4dcc880f98fa","10740bd7-ccb9-4160-99b2-92cd89b73acc",7,"{Disagree,""Not at all emotional"",Believable,Truthful,Credible,Unlikely}","2022-12-21 03:47:20.777"
"a27410c3-f619-4cfa-a2a9-a1c9977a4145","0d2149b3-1fe5-4c08-97e7-869d11db6a9f",6,"{""Somewhat disagree"",""Not at all emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","2022-12-21 02:31:29.974"
"33b46607-536b-4af7-9d23-4503b3000ecb","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 02:31:43.846"
"1ece6792-cb7a-4dfb-8324-b451439472ae","0d2149b3-1fe5-4c08-97e7-869d11db6a9f",7,"{Agree,Emotional,Believable,""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:32:04.44"
"2fc84e18-acc5-4f14-9e52-520cf796099c","0d2149b3-1fe5-4c08-97e7-869d11db6a9f",8,"{""Strongly disagree"",""Not at all emotional"",""Not at all believable"",""Low truthfulness"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:32:26.728"
"40585bee-4664-48de-b62c-31043f7d6da1","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",6,"{Agree,""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:32:41.158"
"c6d62ed9-9bc9-4360-a9ad-0ceb531b3716","414dc63c-ba77-446f-acba-6a742afb23e3",2,"{""Somewhat agree"",""Low emotionality"",Believable,Truthful,Credible,""Neither unlikely nor likely""}","2022-12-21 02:32:55.722"
"612db3c4-7c9b-4d7c-8ad7-a499c6108770","0d2149b3-1fe5-4c08-97e7-869d11db6a9f",9,"{Agree,Emotional,Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 02:33:12.718"
"dd0a590e-9861-4e42-9020-d775177ab3de","0d2149b3-1fe5-4c08-97e7-869d11db6a9f",10,"{""Somewhat agree"",Emotional,Believable,""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","2022-12-21 02:33:30.654"
"20c03875-052a-474b-b6ed-e70e5326e3b6","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",7,"{""Strongly agree"",""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:33:34.016"
"d53f4500-8196-4154-a494-7d4f34447540","414dc63c-ba77-446f-acba-6a742afb23e3",3,"{""Somewhat agree"",""Very emotional"",Believable,""Moderately truthful"",Credible,""Somewhat likely""}","2022-12-21 02:33:34.676"
"98cc21bc-4c92-485d-a998-80d1d2990198","903418ce-0b6c-4c29-a972-446ac5092e34",1,"{""Strongly disagree"",""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:33:34.713"
"7a3152b7-c6ea-418f-8538-228ec1d7065c","414dc63c-ba77-446f-acba-6a742afb23e3",4,"{Agree,""Very emotional"",""Slightly believable"",""Moderately truthful"",""Slightly credible"",""Neither unlikely nor likely""}","2022-12-21 02:33:57.12"
"08ff4ff9-7f4f-41f2-a6c7-4cfab4be36ac","414dc63c-ba77-446f-acba-6a742afb23e3",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 02:34:14.693"
"d5515d8b-3077-4265-8a1a-af53dc8fe304","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",8,"{Disagree,""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","2022-12-21 02:34:15.499"
"81230c1c-4476-47ed-9393-65df24295ac5","903418ce-0b6c-4c29-a972-446ac5092e34",2,"{""Somewhat agree"",""Not at all emotional"",Believable,Truthful,Credible,""Somewhat unlikely""}","2022-12-21 02:34:34.609"
"c0d2a7a0-f22e-4bcc-82da-0dd2aa2e7d1d","414dc63c-ba77-446f-acba-6a742afb23e3",6,"{Disagree,""Low emotionality"",""Very believable"",Truthful,""Very credible"",""Somewhat likely""}","2022-12-21 02:34:47.233"
"440e5ae7-3163-4b3c-ac8a-3f679c059930","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",9,"{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Neither unlikely nor likely""}","2022-12-21 02:34:55.462"
"b70e1c38-0283-490c-b5ef-72a5cb047fa4","414dc63c-ba77-446f-acba-6a742afb23e3",7,"{""Strongly agree"",""Very emotional"",""Not at all believable"",""Low truthfulness"",""Low credibility"",Unlikely}","2022-12-21 02:35:31.933"
"3c8988a8-7fb0-4487-91ec-c619fa1380df","903418ce-0b6c-4c29-a972-446ac5092e34",3,"{""Somewhat disagree"",""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",Unlikely}","2022-12-21 02:35:37.117"
"62aef86a-61a7-4cef-a407-e4361ae77ad4","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",10,"{""Strongly agree"",Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:35:40.117"
"810c9a1f-57e7-43bd-b9d1-17b31184adbc","414dc63c-ba77-446f-acba-6a742afb23e3",8,"{Disagree,""Slightly emotional"",Believable,Truthful,Credible,Unlikely}","2022-12-21 02:35:59.997"
"fdd84db8-8fd6-463a-87d7-5218dcdd8162","414dc63c-ba77-446f-acba-6a742afb23e3",9,"{""Strongly disagree"",""Not at all emotional"",Believable,Truthful,Credible,Unlikely}","2022-12-21 02:36:30.444"
"b8c00bbe-1855-4de1-9a96-5ca33592fed1","903418ce-0b6c-4c29-a972-446ac5092e34",4,"{""Strongly agree"",""Very emotional"",""Moderately believable"",""Slightly truthful"",""Low credibility"",Unlikely}","2022-12-21 02:36:37.141"
"3e74e998-85ae-4d4a-ab10-45d8824fc196","903418ce-0b6c-4c29-a972-446ac5092e34",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 02:37:12.458"
"0b096453-562f-48a7-a732-664909ca7298","414dc63c-ba77-446f-acba-6a742afb23e3",10,"{Agree,Emotional,Believable,""Moderately truthful"",""Moderately credible"",Likely}","2022-12-21 02:37:13.435"
"5b54877a-454e-48be-8ea6-aaa8723021fe","903418ce-0b6c-4c29-a972-446ac5092e34",6,"{Agree,Emotional,Believable,""Moderately truthful"",Credible,Unlikely}","2022-12-21 02:38:32.3"
"d7da29d9-d6a8-408a-a91b-9138d1ecfb09","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",1,"{""Somewhat agree"",""Very emotional"",Believable,""Moderately truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:39:27.16"
"fdc3bbf3-0934-41a6-99f2-6981d3209dbf","903418ce-0b6c-4c29-a972-446ac5092e34",7,"{""Strongly agree"",""Extremely emotional"",""Low believability"",""Not at all truthful"",""Not at all credible"",""Very unlikely""}","2022-12-21 02:39:28.039"
"1476146e-7015-42d7-a4da-9a4aac9c6011","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",2,"{Agree,Emotional,Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 02:40:06.888"
"7066d75f-2e93-416b-887f-1f0891fcb8c3","903418ce-0b6c-4c29-a972-446ac5092e34",8,"{Agree,""Slightly emotional"",""Moderately believable"",Truthful,Credible,""Somewhat likely""}","2022-12-21 02:40:08.151"
"4d328702-8b82-4288-8a71-5feaef5962f3","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",3,"{""Somewhat agree"",""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:40:56.586"
"a8f4f4a3-9c8e-4d8a-8c94-dffcd1b7847d","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",4,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:41:30.306"
"25599db0-37ef-42df-963c-987ceece965f","903418ce-0b6c-4c29-a972-446ac5092e34",9,"{Disagree,""Not at all emotional"",Believable,""Very truthful"",""Very credible"",""Somewhat likely""}","2022-12-21 02:41:35.223"
"cc88f0b8-a8e1-42e2-8607-c287f5c3747a","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 02:41:53.981"
"997d199f-7476-46c3-bef0-943bb91dc8ca","903418ce-0b6c-4c29-a972-446ac5092e34",10,"{""Strongly agree"",""Extremely emotional"",""Low believability"",""Slightly truthful"",""Not at all credible"",""Very unlikely""}","2022-12-21 02:42:15.97"
"a3537446-d4db-4f09-9904-a6cc501380a3","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",6,"{""Somewhat agree"",""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:42:32.183"
"fbbf0e1e-fd47-459b-a85d-b5b79054de48","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",7,"{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","2022-12-21 02:43:09.029"
"7b32b761-b57d-45bd-b4b2-4dbfb75b12c6","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",8,"{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:43:48.03"
"a942603e-c85d-4a0f-9278-24181d6a5ad2","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",9,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:44:22.861"
"df4899d6-5800-40db-b468-746ef6920b6b","7c3fa997-4365-4d49-8258-6f84cd1a9208",1,"{Agree,""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","2022-12-21 02:44:47.477"
"26eb08a3-1d0f-488c-99da-1b937b1782be","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",10,"{""Somewhat agree"",""Low emotionality"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:45:04.131"
"ea055159-8127-48b6-bdb8-31849d28cb90","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",1,"{""Strongly agree"",""Very emotional"",""Not at all believable"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","2022-12-21 02:45:59.966"
"0bbaf4d3-e4e9-46ef-9680-7017fabcab7a","7c3fa997-4365-4d49-8258-6f84cd1a9208",2,"{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","2022-12-21 02:46:09.475"
"e2f551fb-307c-423b-9f1b-16ada61c71c9","b436a666-e38e-4937-ac9a-d311670edfbb",1,"{Disagree,""Low emotionality"",""Very believable"",Truthful,""Very credible"",""Very unlikely""}","2022-12-21 02:46:10.315"
"f386ef14-f512-4043-9cda-90c7784b6329","13af56c8-4af6-4d6d-adda-749f59618924",1,"{""Somewhat disagree"",""Low emotionality"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:46:11.859"
"27095682-c182-4989-b47d-c2611de81891","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",2,"{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:46:24.601"
"874ba28e-bd7f-4225-a5e7-58668bead778","13af56c8-4af6-4d6d-adda-749f59618924",2,"{""Somewhat agree"",Emotional,Believable,Truthful,Credible,Unlikely}","2022-12-21 02:46:40.457"
"d04e356e-0a6c-4d83-a58f-ba65c410a14b","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",3,"{Disagree,""Low emotionality"",""Very believable"",Truthful,""Very credible"",""Somewhat unlikely""}","2022-12-21 02:46:46.824"
"435d758c-8104-4e30-9caf-dc5f4cb8f85e","b436a666-e38e-4937-ac9a-d311670edfbb",2,"{Agree,""Very emotional"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:46:48.552"
"6c1894f7-f49b-49e4-90fa-5015556599fb","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",4,"{Agree,""Moderately emotional"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","2022-12-21 02:47:10.431"
"d209e8d2-aa81-4b6a-bc7b-faf07bb50a24","13af56c8-4af6-4d6d-adda-749f59618924",3,"{Disagree,""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:47:18.61"
"ee0dba9b-9c8f-40c9-8b78-2ab9e934ac25","7c3fa997-4365-4d49-8258-6f84cd1a9208",3,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Somewhat unlikely""}","2022-12-21 02:47:20.454"
"db03aaf2-2f2d-43b0-abfc-78833563b018","b436a666-e38e-4937-ac9a-d311670edfbb",3,"{Disagree,""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 02:47:26.128"
"80b10934-a08f-40d1-bf45-1101a815b772","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 02:47:27.608"
"c8eeb06d-80e6-4918-aa46-75c75cddd7d0","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",6,"{Agree,Emotional,Believable,""Moderately truthful"",Credible,""Somewhat unlikely""}","2022-12-21 02:47:51.434"
"7fd4773f-7782-4e48-b104-d16783e9ffe0","13af56c8-4af6-4d6d-adda-749f59618924",4,"{""Somewhat agree"",""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:47:51.665"
"ea41cb65-96e9-47ab-900d-754154b4ae26","b436a666-e38e-4937-ac9a-d311670edfbb",4,"{""Somewhat agree"",""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:48:02.043"
"92ebe700-9d19-4e43-88aa-4819fee40bce","7c3fa997-4365-4d49-8258-6f84cd1a9208",4,"{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","2022-12-21 02:48:06.197"
"7f3809bd-5ead-426b-848c-2d341aa73b48","13af56c8-4af6-4d6d-adda-749f59618924",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 02:48:07.332"
"85a226ce-162c-47cc-9732-08ac156e7127","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",7,"{""Strongly agree"",""Extremely emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","2022-12-21 02:48:13.544"
"22d8d243-fde6-49e7-9283-09fff3f242b1","14f9f009-ec0a-4ec4-b3ca-09472babadf6",1,"{Agree,""Slightly emotional"",""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Very likely""}","2022-12-21 02:48:16.058"
"af447a08-d76b-4260-8449-687475c1ed43","b436a666-e38e-4937-ac9a-d311670edfbb",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 02:48:21.203"
"629f8ec4-3702-408d-bf37-d7259f6a9557","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",8,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Somewhat unlikely""}","2022-12-21 02:48:32.327"
"7720c37d-4f97-430a-b852-207c4250454a","13af56c8-4af6-4d6d-adda-749f59618924",6,"{""Strongly disagree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:48:35.17"
"e4a96e4e-4f31-4482-9c7c-0ead0a8835ff","7c3fa997-4365-4d49-8258-6f84cd1a9208",5,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very likely""}","2022-12-21 02:48:50.985"
"09eb0283-293a-465c-b8da-75b6658cd644","b436a666-e38e-4937-ac9a-d311670edfbb",6,"{""Strongly disagree"",""Not at all emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","2022-12-21 02:48:57.944"
"2f4ee43c-0e0e-44f5-9c34-aad9fa86d6ff","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",9,"{""Strongly disagree"",""Low emotionality"",""Very believable"",""Very truthful"",Credible,""Somewhat unlikely""}","2022-12-21 02:48:58.595"
"9a90018e-c3a2-429e-8dca-2b1bf3399c7b","13af56c8-4af6-4d6d-adda-749f59618924",7,"{""Strongly agree"",""Extremely emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:49:02.534"
"374e018f-7841-4b24-9c3e-940fc3cd7f8e","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",10,"{""Somewhat agree"",""Moderately emotional"",Believable,""Slightly truthful"",""Moderately credible"",""Somewhat unlikely""}","2022-12-21 02:49:25.041"
"af038d0e-3684-4d38-af62-99e359405545","13af56c8-4af6-4d6d-adda-749f59618924",8,"{""Somewhat agree"",""Low emotionality"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","2022-12-21 02:49:26.701"
"458ccf20-3545-4413-8c92-43d64acb7e31","7c3fa997-4365-4d49-8258-6f84cd1a9208",6,"{""Somewhat agree"",""Moderately emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","2022-12-21 02:49:54.981"
"ca75ecae-fa31-4bdc-b64f-6e1f27080c67","13af56c8-4af6-4d6d-adda-749f59618924",9,"{""Somewhat disagree"",""Low emotionality"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","2022-12-21 02:49:55.021"
"512a0953-7783-4d6c-a9c1-ad6c580f9eae","b436a666-e38e-4937-ac9a-d311670edfbb",7,"{""Strongly agree"",""Extremely emotional"",""Moderately believable"",""Moderately truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:50:04.905"
"e50b601f-ff5a-4988-8e8c-81f2db5bc238","13af56c8-4af6-4d6d-adda-749f59618924",10,"{Agree,""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","2022-12-21 02:50:19.945"
"e6ac22f4-47ad-4700-acf7-bbd1c238503c","14f9f009-ec0a-4ec4-b3ca-09472babadf6",2,"{Disagree,""Not at all emotional"",""Moderately believable"",Truthful,Credible,Unlikely}","2022-12-21 02:50:30.945"
"e2913d52-893c-4ef6-8f02-71da4ddda88c","b436a666-e38e-4937-ac9a-d311670edfbb",8,"{""Strongly disagree"",""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 02:50:36.207"
"e32e72a3-5aba-400c-b606-21529a64241a","7c3fa997-4365-4d49-8258-6f84cd1a9208",7,"{Agree,Emotional,""Moderately believable"",""Slightly truthful"",""Slightly credible"",""Somewhat unlikely""}","2022-12-21 02:51:18.741"
"6f6873d4-a768-4ef2-a235-e9d386614f5d","b436a666-e38e-4937-ac9a-d311670edfbb",9,"{""Strongly disagree"",""Not at all emotional"",Believable,Truthful,Credible,""Very unlikely""}","2022-12-21 02:51:18.811"
"380eedf3-3dae-4a7e-acb6-3713768a5fa1","b436a666-e38e-4937-ac9a-d311670edfbb",10,"{Agree,""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","2022-12-21 02:52:12.041"
"8022ad8c-eddf-48b7-924f-413b4277a24a","14f9f009-ec0a-4ec4-b3ca-09472babadf6",3,"{Disagree,""Not at all emotional"",Believable,Truthful,Credible,Unlikely}","2022-12-21 02:52:21.152"
