"id","participantId","snippetIndex","questionAnswers","highlightedWordIndices","createdAt"
"58b485c7-aeb4-4fe1-a241-c7fc95036303","414dc63c-ba77-446f-acba-6a742afb23e3",0,"{""Somewhat agree"",""Slightly emotional"",Believable,Truthful,Credible,""Neither unlikely nor likely""}","{36,37,40}","2022-12-21 02:38:47.814"
"1f4b4928-a147-4851-b6f9-56fb065d0f14","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",2,"{Agree,Emotional,""Very believable"",""Very truthful"",""Very credible"",Unlikely}","{16,24,25,26,27,28}","2022-12-21 02:39:26.599"
"0776969f-bf54-416e-9531-db210c43162e","414dc63c-ba77-446f-acba-6a742afb23e3",1,"{""Somewhat agree"",Emotional,Believable,Truthful,Credible,Likely}","{0,1,16,30}","2022-12-21 02:39:51.595"
"64a2ef45-3068-4f2f-9cb9-433345b0fc1c","414dc63c-ba77-446f-acba-6a742afb23e3",2,"{""Strongly agree"",""Very emotional"",""Moderately believable"",Truthful,""Moderately credible"",""Somewhat likely""}","{7,16,22,28}","2022-12-21 02:40:18.073"
"2f0ec84f-ab4c-4b29-8da8-bc18af014a84","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",3,"{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{0,1,2,3,10,11,22,33,39}","2022-12-21 02:40:38.16"
"1b650bdd-d111-4200-8d09-026d119b92f5","414dc63c-ba77-446f-acba-6a742afb23e3",3,"{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","{11,22,33}","2022-12-21 02:40:56.805"
"8270a4f6-b91d-47ab-bc79-b3bcea180dd5","414dc63c-ba77-446f-acba-6a742afb23e3",4,"{Agree,""Extremely emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Somewhat likely""}","{0,1,11,13,32,38}","2022-12-21 02:41:32.033"
"9700d200-4f82-419f-b94a-574bb9dfb45f","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",4,"{""Strongly agree"",""Extremely emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{0,1,32,38}","2022-12-21 02:41:36.612"
"704c1314-b043-469d-9c51-0a1bb40b23bb","3b6f92c1-18a0-46b0-bc6b-74bde90f1192",5,"{""Somewhat agree"",""Moderately emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{29,59}","2022-12-21 02:42:22.45"
"52878580-e095-4d5e-a6dd-8c479b2dd436","414dc63c-ba77-446f-acba-6a742afb23e3",5,"{""Somewhat disagree"",""Moderately emotional"",Believable,Truthful,Credible,""Somewhat likely""}","{6,7,29}","2022-12-21 02:42:47.762"
"777752b0-d3b2-4df8-8d61-96fdc0af581b","903418ce-0b6c-4c29-a972-446ac5092e34",0,"{""Somewhat agree"",""Moderately emotional"",""Slightly believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{11,12,13,16,17,27,28,40,41}","2022-12-21 02:43:47.729"
"8aade452-0845-4ade-8207-c2effa0ccf1d","903418ce-0b6c-4c29-a972-446ac5092e34",1,"{""Somewhat agree"",""Low emotionality"",Believable,Truthful,Credible,""Very unlikely""}","{27,28,29,30,31,32}","2022-12-21 02:44:48.285"
"14faa045-43f1-47e4-8543-cfc4b645a23b","903418ce-0b6c-4c29-a972-446ac5092e34",2,"{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{6,7,8,9,10,22,23,24,25}","2022-12-21 02:45:34.551"
"0b923f6b-e847-493c-bd33-4483cff4fc22","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",0,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{38,39,40,41}","2022-12-21 02:46:43.946"
"ffcf3ee7-a1e8-442a-a82a-aea7a4342475","903418ce-0b6c-4c29-a972-446ac5092e34",3,"{""Somewhat agree"",""Slightly emotional"",""Very believable"",Truthful,Credible,""Very unlikely""}","{0,1,2,3,22,23,24,25}","2022-12-21 02:46:46.654"
"39482a02-e111-4f45-927b-849498f3eaf0","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",1,"{""Somewhat agree"",Emotional,""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{12,13,14,15,16}","2022-12-21 02:47:24.025"
"886fa86c-097c-47f4-b3da-a2564cd22164","903418ce-0b6c-4c29-a972-446ac5092e34",4,"{Agree,""Very emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{1,2,3,4,5,31,32,33,34,35,36}","2022-12-21 02:47:48.08"
"9f611d57-b14f-428e-9b49-65b50946561a","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",2,"{""Somewhat agree"",""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{24,25,26,27,28,40,41,42,43}","2022-12-21 02:48:20.875"
"7757d610-bb49-461e-9db2-c0209fb2309b","903418ce-0b6c-4c29-a972-446ac5092e34",5,"{""Somewhat disagree"",""Slightly emotional"",Believable,Truthful,Credible,""Very unlikely""}","{29,30,31,58,59,60}","2022-12-21 02:48:32.863"
"3a5468c5-8771-4ca1-b265-91dddcf4f9c4","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",3,"{""Somewhat agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{22,23,24,25}","2022-12-21 02:49:22.681"
"6d123999-3578-49a3-b556-3ff6a3f3dada","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",4,"{""Somewhat agree"",""Very emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{3,4,5,11,12,13,15,18,32,35,36}","2022-12-21 02:50:07.802"
"5099b440-2487-49b6-862d-387805effcbc","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",0,"{""Somewhat agree"",Emotional,""Moderately believable"",Truthful,""Moderately credible"",""Somewhat unlikely""}","{}","2022-12-21 02:50:16.075"
"9bb34f3f-b4dd-4204-a698-7dc4c78e16cc","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",1,"{""Somewhat agree"",""Moderately emotional"",Believable,Truthful,Credible,""Somewhat unlikely""}","{}","2022-12-21 02:50:36.238"
"f9805806-b7ab-49fd-b220-44bcff2b02c5","45ae24c4-a1fa-4d22-835e-bf6dcc636d22",5,"{""Somewhat disagree"",""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{}","2022-12-21 02:50:55.544"
"bcbcb8fd-7f26-4b86-9319-e033cbdaab91","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",2,"{""Somewhat agree"",""Very emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Somewhat unlikely""}","{}","2022-12-21 02:50:55.691"
"ff679eb0-8d97-42fa-943b-b8ba4950f316","13af56c8-4af6-4d6d-adda-749f59618924",0,"{""Somewhat agree"",""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{5,13,40}","2022-12-21 02:51:27.378"
"7cc0efbd-d4bf-455c-9f6e-c8aafcf8c79c","13af56c8-4af6-4d6d-adda-749f59618924",1,"{""Strongly disagree"",""Not at all emotional"",""Very believable"",""Very truthful"",""Very credible"",""Very unlikely""}","{}","2022-12-21 02:52:25.019"
"c8fcb21e-61bf-4226-bd7e-b078fb3d0853","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",3,"{Disagree,""Slightly emotional"",Believable,Truthful,Credible,""Somewhat unlikely""}","{}","2022-12-21 02:52:37.572"
"7ded72b2-79c3-4764-86fc-a9b7d95b0d82","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",4,"{""Strongly agree"",""Very emotional"",""Low believability"",""Low truthfulness"",""Slightly credible"",Unlikely}","{}","2022-12-21 02:52:54.646"
"65472761-8323-448f-b8b2-4ff829016416","13af56c8-4af6-4d6d-adda-749f59618924",2,"{""Strongly agree"",""Extremely emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",Unlikely}","{7,11,12,13,16,22,24}","2022-12-21 02:53:15.765"
"33813aef-c9ac-48ce-bffb-5a6de87b454a","1b3d9d61-bff1-48c6-9cd7-4e681ee357f3",5,"{Disagree,""Slightly emotional"",""Very believable"",""Very truthful"",""Very credible"",""Somewhat unlikely""}","{}","2022-12-21 02:53:20.707"
"2631d5fd-25f7-4077-8dc0-bf0ceecde89f","b436a666-e38e-4937-ac9a-d311670edfbb",0,"{Agree,""Slightly emotional"",""Low believability"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{5,17,34,35,40}","2022-12-21 02:53:32"
"4701dfc3-7acf-45fa-9d2a-e853d34eea14","13af56c8-4af6-4d6d-adda-749f59618924",3,"{Disagree,""Low emotionality"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{11,22}","2022-12-21 02:54:01.172"
"5bc275c9-70fa-4ad1-9a5d-76e8d5414232","b436a666-e38e-4937-ac9a-d311670edfbb",1,"{""Somewhat agree"",Emotional,""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{16,27,28,31,32}","2022-12-21 02:54:32.312"
"05bc679d-4ed3-4728-b293-5354f823b60b","abd5c6b9-1394-4223-887f-d2771278aa3b",0,"{Disagree,""Low emotionality"",Believable,Truthful,Credible,""Very unlikely""}","{}","2022-12-21 03:19:01.991"
"376a5107-916e-4e47-a63e-7dbf3b0a2e97","13af56c8-4af6-4d6d-adda-749f59618924",4,"{""Strongly agree"",""Extremely emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{1,11,12,15,18,32,33}","2022-12-21 02:54:49.988"
"594c5377-5906-4fb1-8b2a-2c4549968085","b436a666-e38e-4937-ac9a-d311670edfbb",2,"{Agree,""Very emotional"",""Extremely believable"",""Extremely truthful"",""Extremely credible"",Likely}","{16,22,41,45,46,47,48}","2022-12-21 02:55:21.737"
"7b0db6dd-547d-48db-92ea-7061e2a2cd54","13af56c8-4af6-4d6d-adda-749f59618924",5,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{20,29,59}","2022-12-21 02:55:32.363"
"30daf655-2a8b-42c5-bc2f-a150e402c9f0","b436a666-e38e-4937-ac9a-d311670edfbb",3,"{""Strongly agree"",""Slightly emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{22,33}","2022-12-21 02:56:10.68"
"42870c38-5eda-4f9a-865a-b56bbccf1abb","7c3fa997-4365-4d49-8258-6f84cd1a9208",0,"{Agree,""Very emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",Unlikely}","{8,11,12,13,27,28,34,35,40,41}","2022-12-21 02:56:55.302"
"b15bb38c-c584-4f8a-ab41-a90ea96221a5","b436a666-e38e-4937-ac9a-d311670edfbb",4,"{""Strongly agree"",""Extremely emotional"",Believable,Truthful,Credible,""Somewhat unlikely""}","{0,1,9,15,16,18,31,32,35,38,44,47}","2022-12-21 02:56:57.947"
"982a2f7d-64a0-4ba4-8278-be13b399d112","b436a666-e38e-4937-ac9a-d311670edfbb",5,"{""Somewhat agree"",Emotional,""Very believable"",""Very truthful"",""Very credible"",Unlikely}","{29,59}","2022-12-21 02:57:37.536"
"965dd66e-e557-4274-a40b-518d9d162e2d","7c3fa997-4365-4d49-8258-6f84cd1a9208",1,"{Agree,Emotional,Believable,Truthful,Credible,""Neither unlikely nor likely""}","{16,22,23,24,27,28}","2022-12-21 02:58:16.148"
"d9a973aa-da8c-441f-84cf-2e0bd3ac85de","282e6896-92cc-4052-8876-62741544b956",0,"{Disagree,""Low emotionality"",Believable,Truthful,Credible,Unlikely}","{}","2022-12-21 02:59:44.298"
"d44c133f-2529-407b-a8c8-0e042bfb3fb9","7c3fa997-4365-4d49-8258-6f84cd1a9208",2,"{Agree,""Moderately emotional"",Believable,Truthful,Credible,""Neither unlikely nor likely""}","{11,12,13,14,16,22,24,25}","2022-12-21 02:59:50.375"
"2cff4dd5-0cd0-4ca2-b819-f43ce6a38e81","282e6896-92cc-4052-8876-62741544b956",1,"{""Somewhat agree"",Emotional,Believable,Truthful,Credible,Unlikely}","{15,16,23,24}","2022-12-21 03:00:39.723"
"12f7d4eb-8bd1-4438-867c-b9cb6b4ef8ac","7224e8b1-a5c6-4e13-909f-cc7709eb98ba",0,"{Disagree,Emotional,Believable,Truthful,""Moderately credible"",""Somewhat likely""}","{}","2022-12-21 03:00:45.676"
"b173033c-e243-4b1f-b70c-cf9298a26489","282e6896-92cc-4052-8876-62741544b956",2,"{Agree,""Very emotional"",""Moderately believable"",Truthful,""Moderately credible"",Unlikely}","{5,6,7,27,28}","2022-12-21 03:01:05.106"
"f01838f9-74e1-473d-9b21-549e9bd0cca6","7224e8b1-a5c6-4e13-909f-cc7709eb98ba",1,"{""Somewhat agree"",""Moderately emotional"",""Very believable"",Truthful,""Moderately credible"",""Somewhat unlikely""}","{}","2022-12-21 03:01:10.543"
"b1c588cf-ce7f-45db-9cb2-df22df6c993f","7c3fa997-4365-4d49-8258-6f84cd1a9208",3,"{Agree,""Moderately emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{3,10,11,13,22,23,24,25}","2022-12-21 03:01:28.002"
"6006142e-61f9-48ac-9509-c66240a6ea30","282e6896-92cc-4052-8876-62741544b956",3,"{Agree,""Slightly emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",Unlikely}","{17,18,22}","2022-12-21 03:02:07.337"
"b6cab210-e9ba-49d2-b960-de3f6fdd2136","7224e8b1-a5c6-4e13-909f-cc7709eb98ba",2,"{Agree,Emotional,""Very believable"",Truthful,""Very credible"",""Neither unlikely nor likely""}","{16}","2022-12-21 03:02:49.552"
"da962432-277e-41c7-8728-55076e6bbf58","282e6896-92cc-4052-8876-62741544b956",4,"{""Somewhat agree"",Emotional,Believable,Truthful,""Moderately credible"",Unlikely}","{3,4,5,44}","2022-12-21 03:02:52.527"
"e35d0cb7-4621-45a3-911e-fe1895c1350d","7c3fa997-4365-4d49-8258-6f84cd1a9208",4,"{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Neither unlikely nor likely""}","{0,1,11,31,32,35}","2022-12-21 03:02:54.695"
"c567d863-2799-4609-b66e-c5f2cbb10823","282e6896-92cc-4052-8876-62741544b956",5,"{Disagree,""Low emotionality"",Believable,Truthful,Credible,Unlikely}","{}","2022-12-21 03:03:17.087"
"d4b80ab3-fc24-4c89-aae2-2d8aca0bdb2e","7224e8b1-a5c6-4e13-909f-cc7709eb98ba",3,"{""Somewhat disagree"",Emotional,Believable,""Slightly truthful"",""Moderately credible"",""Somewhat likely""}","{33}","2022-12-21 03:03:40.814"
"0d915d64-fab2-4d4c-9d9c-40df0537fa7e","7c3fa997-4365-4d49-8258-6f84cd1a9208",5,"{Agree,""Very emotional"",Believable,""Moderately truthful"",""Moderately credible"",""Somewhat likely""}","{29,30,31,59}","2022-12-21 03:04:13.356"
"2a359a4e-b46b-431b-99b1-3f17843909d0","7224e8b1-a5c6-4e13-909f-cc7709eb98ba",4,"{Agree,Emotional,""Moderately believable"",""Very truthful"",""Moderately credible"",""Somewhat likely""}","{0,12,29,31,32}","2022-12-21 03:04:16.527"
"54375786-aeef-4749-a13f-e969fd1daff5","14f9f009-ec0a-4ec4-b3ca-09472babadf6",0,"{""Somewhat agree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{5,36,37}","2022-12-21 03:05:07.021"
"f7a0a221-a346-40e8-9d5e-f995ade3166b","14f9f009-ec0a-4ec4-b3ca-09472babadf6",1,"{""Somewhat agree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{16}","2022-12-21 03:06:46.387"
"65558adf-9994-44a4-849f-16b0c62920f5","7224e8b1-a5c6-4e13-909f-cc7709eb98ba",5,"{Agree,Emotional,Believable,Truthful,""Moderately credible"",""Neither unlikely nor likely""}","{}","2022-12-21 03:07:20.025"
"0e14fa33-ae59-41cd-8df3-c97271990f03","14f9f009-ec0a-4ec4-b3ca-09472babadf6",2,"{Agree,""Not at all emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{7,8,9,16,22,45,46,47}","2022-12-21 03:08:33.725"
"56c4b11a-2d4a-437d-8639-aa9dd45e9d2b","14f9f009-ec0a-4ec4-b3ca-09472babadf6",3,"{Agree,""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{3,10,11,22,23,24,25}","2022-12-21 03:09:49.777"
"b75cb930-976e-4874-a66c-a704c04667fb","b195d194-edac-4bdb-997f-adbf9bb32dac",0,"{Agree,""Moderately emotional"",""Slightly believable"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{8,27,28,40}","2022-12-21 03:09:54.403"
"30b47eaf-10e8-4c63-be50-31cec387d0f9","14f9f009-ec0a-4ec4-b3ca-09472babadf6",4,"{Agree,""Not at all emotional"",""Low believability"",""Low truthfulness"",""Low credibility"",""Very unlikely""}","{0,1,11,12,13,15,16,18,19,32,35,36}","2022-12-21 03:11:11.372"
"5bd14b1e-5488-4e4a-b49d-5fa337759b5a","5d13704e-5ce8-46fe-b147-d247318917ec",0,"{""Somewhat disagree"",""Not at all emotional"",""Low believability"",""Moderately truthful"",""Slightly credible"",""Neither unlikely nor likely""}","{5,6,36,37}","2022-12-21 03:11:40.639"
"cb9c0f44-228b-49cb-96ac-25159a1e2ff0","b195d194-edac-4bdb-997f-adbf9bb32dac",1,"{""Somewhat disagree"",""Low emotionality"",Believable,""Moderately truthful"",""Moderately credible"",Likely}","{23,24,27,28}","2022-12-21 03:12:35.393"
"d3519125-acaa-49be-ab72-14fadc8f671e","14f9f009-ec0a-4ec4-b3ca-09472babadf6",5,"{""Somewhat agree"",""Not at all emotional"",Believable,Truthful,Credible,Unlikely}","{29,30,31}","2022-12-21 03:12:39.296"
"acfc0409-966a-4212-9031-7673df76ac97","99c644e6-27d3-404a-b045-d62d062b3273",0,"{Agree,""Extremely emotional"",""Low believability"",""Slightly truthful"",""Low credibility"",""Very unlikely""}","{11,12,13,27,28,29,30,31,32,33,34,35,40,41}","2022-12-21 03:12:46.544"
"7df356ec-5ae0-425d-9aa0-1c29fe767bcc","5d13704e-5ce8-46fe-b147-d247318917ec",1,"{""Somewhat agree"",""Slightly emotional"",""Slightly believable"",Truthful,""Slightly credible"",""Very unlikely""}","{23,24}","2022-12-21 03:13:10.201"
"1e945642-2341-4c4e-982c-695b2a30b3b1","99c644e6-27d3-404a-b045-d62d062b3273",1,"{Disagree,Emotional,""Extremely believable"",""Extremely truthful"",""Extremely credible"",""Very unlikely""}","{}","2022-12-21 03:13:33.879"
"e11e121a-9660-43d0-babb-84fbb34437fc","5d13704e-5ce8-46fe-b147-d247318917ec",2,"{""Somewhat disagree"",""Not at all emotional"",Believable,Truthful,""Moderately credible"",""Somewhat unlikely""}","{16,17}","2022-12-21 03:13:39.4"
"5cf7a53f-1ef0-4553-9a08-f93817d912f9","5d13704e-5ce8-46fe-b147-d247318917ec",3,"{""Somewhat agree"",""Moderately emotional"",""Moderately believable"",Truthful,""Very credible"",""Very unlikely""}","{16,17,18,33,34}","2022-12-21 03:14:17.846"
"f51b1836-58ba-4dc4-9e0f-1f6d946808d3","b195d194-edac-4bdb-997f-adbf9bb32dac",2,"{Agree,Emotional,Believable,Truthful,""Moderately credible"",Likely}","{7,22,24,25}","2022-12-21 03:14:35.975"
"b51fd12d-d102-4971-bffe-c40e7f03817e","5d13704e-5ce8-46fe-b147-d247318917ec",4,"{""Somewhat agree"",""Slightly emotional"",Believable,""Slightly truthful"",""Very credible"",""Neither unlikely nor likely""}","{31,32}","2022-12-21 03:14:49.294"
"eb2dc88e-0f69-41b2-abca-493708a9bea6","b195d194-edac-4bdb-997f-adbf9bb32dac",3,"{Agree,Emotional,Believable,Truthful,""Moderately credible"",""Very unlikely""}","{11,22}","2022-12-21 03:15:25.169"
"1ef6928e-e2f1-440f-b88a-7d16eef9e42b","99c644e6-27d3-404a-b045-d62d062b3273",2,"{Agree,""Extremely emotional"",Believable,""Moderately truthful"",""Low credibility"",""Very unlikely""}","{7,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}","2022-12-21 03:15:48.661"
"67bfea48-0326-4d39-b95d-1667ddaf54bc","b195d194-edac-4bdb-997f-adbf9bb32dac",4,"{""Strongly agree"",""Extremely emotional"",Believable,Truthful,""Moderately credible"",""Somewhat likely""}","{1,32,33}","2022-12-21 03:16:24.938"
"5af763fe-a1d1-498b-9e7f-881d7e315943","e0e62207-38f5-4ca1-9a22-b17e10ec7c21",0,"{""Strongly disagree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{}","2022-12-21 03:16:51.298"
"3ffa4157-034a-49f1-9688-eb5181a9714d","b195d194-edac-4bdb-997f-adbf9bb32dac",5,"{Agree,Emotional,Believable,Truthful,Credible,Likely}","{29,30,31,59,60}","2022-12-21 03:17:00.438"
"b810eedf-4e93-455e-a3de-a81937173cb6","e0e62207-38f5-4ca1-9a22-b17e10ec7c21",1,"{""Somewhat agree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{16}","2022-12-21 03:17:17.178"
"0a6841b0-ac85-4a15-95be-57780447baeb","e0e62207-38f5-4ca1-9a22-b17e10ec7c21",2,"{""Somewhat agree"",""Not at all emotional"",""Moderately believable"",""Moderately truthful"",""Moderately credible"",""Very unlikely""}","{16}","2022-12-21 03:17:33.254"
"e01de597-dedd-421e-83ae-a74562d3271e","5d05f0e4-f482-492b-a6ed-6e94f17cbad3",0,"{Agree,Emotional,""Moderately believable"",""Moderately truthful"",""Moderately credible"",Unlikely}","{11,12,13,36,37}","2022-12-21 03:17:43.867"
"33ab4ebd-33dd-45ce-8a86-af09ef304e57","99c644e6-27d3-404a-b045-d62d062b3273",3,"{""Somewhat agree"",""Extremely emotional"",""Very believable"",""Very truthful"",Credible,""Very unlikely""}","{0,1,2,3,11,22,23,24,25}","2022-12-21 03:17:44.597"
"0f00b473-0f35-4c77-bdd0-71ceaaba90a9","e0e62207-38f5-4ca1-9a22-b17e10ec7c21",3,"{""Somewhat agree"",""Not at all emotional"",""Slightly believable"",""Slightly truthful"",""Slightly credible"",""Very unlikely""}","{33}","2022-12-21 03:17:48.796"
